"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID","Chr","MapInfo","Symbol","Distance_to_TSS","CPG_ISLAND"
"cg23381116",-0.00634041185967891,0.0339084125091081,-2.28527443566714,0.0235055076631403,0.479266263253222,-5.82413702413244,"cg23381116","14",23686253,"PSME2",558,TRUE
"cg27437944",-0.00532348876063638,0.0678386372476442,-2.28380997556438,0.023593397103749,0.479488294213248,-5.82740211764417,"cg27437944","3",182113227,"FXR1",81,TRUE
"cg00727590",-0.0201325008386999,0.329129929410074,-2.28369360453758,0.023600393420605,0.479488294213248,-5.82766148865302,"cg00727590","22",29866549,"PLA2G3",80,FALSE
"cg04936930",0.00308093023645579,0.0554150667238578,2.28343286619856,0.0236160758052362,0.479488294213248,-5.82824258439429,"cg04936930","11",111602097,"PTS",212,TRUE
"cg02196805",-0.0103532065541398,0.725147333455705,-2.28329333270955,0.0236244719410674,0.479488294213248,-5.82855353070439,"cg02196805","5",131437536,"CSF2",152,FALSE
"cg18623836",-0.0136473857910021,0.672118723708652,-2.28319011535132,0.0236306845106403,0.479488294213248,-5.8287835360624,"cg18623836","2",10179358,"RRM2",826,TRUE
"cg00261781",0.00641871081203046,0.0524188529544955,2.28317030658986,0.0236318769475395,0.479488294213248,-5.82882767597995,"cg00261781","2",20075998,"MATN3",62,TRUE
"cg05862431",-0.00485369139732774,0.0734281712995097,-2.28291835117358,0.0236470486161605,0.479488294213248,-5.82938907746028,"cg05862431","11",116149408,"MGC13125",494,TRUE
"cg13191808",0.00397602051816587,0.0531570941779295,2.28268305525805,0.0236612248182706,0.479488294213248,-5.82991330592433,"cg13191808","1",55277915,"PCSK9",107,TRUE
"cg16154416",0.0172785677677432,0.20668181405664,2.28203068077691,0.0237005682396784,0.479918387153,-5.8313665001004,"cg16154416","15",77169822,"RASGRF1",73,TRUE
"cg04600618",0.00910495185902974,0.111370909559978,2.28131086975046,0.0237440450459063,0.480431456902884,-5.83296945835678,"cg04600618","6",43720958,"C6orf206",170,TRUE
"cg20913782",-0.00391458209252468,0.0598081387035143,-2.28037349077288,0.0238007676293864,0.480828630265896,-5.83505620808132,"cg20913782","1",35098120,"LOC113444",186,TRUE
"cg15786837",0.00411894293145665,0.0650941186666037,2.28015028654793,0.0238142916052418,0.480828630265896,-5.83555297593914,"cg15786837","17",44161934,"HOXB13",847,TRUE
"cg05472874",0.0148584372173403,0.0890061615526545,2.27915024759473,0.0238749666856979,0.480828630265896,-5.83777812066554,"cg05472874","22",42589512,"SULT4A1",177,TRUE
"cg02126753",-0.00949734738636604,0.150180125492145,-2.27910304639201,0.023877833850288,0.480828630265896,-5.83788312336007,"cg02126753","7",44110523,"AEBP1",38,TRUE
"cg25325612",-0.0028120166493055,0.0421363565403194,-2.27871889301258,0.023901179861702,0.480828630265896,-5.83873762583487,"cg25325612","16",45280667,"VPS35",74,TRUE
"cg11504740",-0.00710471219163394,0.873452783261598,-2.27868223331291,0.0239034088114663,0.480828630265896,-5.83881916378698,"cg11504740","11",66976619,"GPR152",157,FALSE
"cg26229648",0.00608546309377423,0.853347832947362,2.27811475793484,0.0239379351348704,0.480828630265896,-5.84008117638005,"cg26229648","11",58146982,"CNTF",261,FALSE
"cg06940792",0.00377719630503375,0.066347448348329,2.2778639388222,0.0239532093622212,0.480828630265896,-5.84063888046413,"cg06940792","5",126654456,"MEGF10",58,TRUE
"cg19574488",0.00735550830363273,0.114809220185535,2.27786037797407,0.0239534262699127,0.480828630265896,-5.8406467977041,"cg19574488","3",61211587,"FHIT",577,TRUE
"cg21540749",-0.00625886412121157,0.0799531082876113,-2.27764227793285,0.0239667150257602,0.480828630265896,-5.84113170218661,"cg21540749","5",52441106,"MOCS2",249,TRUE
"cg21914262",-0.00432909778726506,0.07066921686905,-2.27741226793974,0.0239807364367525,0.480828630265896,-5.84164303882614,"cg21914262","13",26922888,"MTIF3",177,TRUE
"cg06098051",-0.0110413598723946,0.806964353300555,-2.27671483487196,0.0240232958348347,0.480828630265896,-5.84319320922043,"cg06098051","2",95975323,"LOC400986",727,FALSE
"cg21959619",-0.0155140748261976,0.30575774559374,-2.27641354565387,0.0240417018055607,0.480828630265896,-5.84386274033713,"cg21959619","8",145551814,"GPR172A",1219,FALSE
"cg01049530",0.00575308529590808,0.0750196694323763,2.27603151602293,0.0240650579991377,0.480828630265896,-5.84471157444171,"cg01049530","4",82171032,"BMP3",111,TRUE
"cg02992632",0.00703487066095948,0.102932037380237,2.27580986146858,0.0240786184166981,0.480828630265896,-5.84520400860403,"cg02992632","3",193928074,"FGF12",8,TRUE
"cg26985289",0.00832635758280439,0.12326740124946,2.27576027022001,0.0240816532326575,0.480828630265896,-5.84531417576982,"cg26985289","1",9807209,"CLSTN1",72,TRUE
"cg07880715",0.0139082002770088,0.70569136388586,2.27547594128015,0.0240990596560822,0.480828630265896,-5.84594577004222,"cg07880715","13",47793479,"RB1",NA,TRUE
"cg26465611",0.0168156690629326,0.225532781545842,2.27484679725711,0.0241376145380358,0.480828630265896,-5.84734305526332,"cg26465611","5",126654618,"MEGF10",104,TRUE
"cg09546345",-0.00418617204700273,0.0718479907764632,-2.27452125039949,0.0241575857026637,0.480828630265896,-5.84806592933292,"cg09546345","14",23838689,"DHRS1",183,TRUE
"cg07098866",-0.00320805286992586,0.054698799408946,-2.27419479473247,0.0241776271282503,0.480828630265896,-5.84879072352874,"cg07098866","15",64332753,"MEGF11",376,TRUE
"cg09674215",0.00485159792606245,0.082784333197909,2.27359397839961,0.0242145498216093,0.480828630265896,-5.8501243948301,"cg09674215","7",19124659,"TWIST1",839,TRUE
"cg17891278",-0.00320844059107782,0.0577883250332235,-2.27342149041417,0.0242251590395413,0.480828630265896,-5.85050721635024,"cg17891278","11",47154891,"ZNF289",104,TRUE
"cg24115593",-0.00199327891554238,0.0332119430729988,-2.27312603174642,0.0242433412585073,0.480828630265896,-5.8511628966212,"cg24115593","5",168943283,"FLJ20364",72,TRUE
"cg02899723",-0.00259348447256475,0.953762344542645,-2.27291436016577,0.0242563746424641,0.480828630265896,-5.85163258767641,"cg02899723","5",55069371,"DDX4",1162,TRUE
"cg27274028",-0.0030452620732968,0.0470549419624926,-2.2726582520604,0.0242721523339197,0.480828630265896,-5.85220082656524,"cg27274028","10",1092313,"WDR37",463,TRUE
"cg26081812",0.0116532915224419,0.758152780585181,2.27204158488312,0.0243101792986821,0.480828630265896,-5.85356880699852,"cg26081812","5",131908379,"IL5",1266,FALSE
"cg27286999",0.00735135798890968,0.100172823393756,2.27195801365138,0.0243153367490747,0.480828630265896,-5.85375416989217,"cg27286999","9",137107127,"OLFM1",135,TRUE
"cg06147863",0.0109273626718732,0.199705144758053,2.27177520063506,0.0243266220653187,0.480828630265896,-5.85415963092407,"cg06147863","11",47356689,"SPI1",15,FALSE
"cg00833393",-0.00472851930632285,0.0651976065074593,-2.27162808209921,0.0243357072337926,0.480828630265896,-5.85448590283431,"cg00833393","9",35721638,"CREB3",679,TRUE
"cg07236358",-0.00311735900542468,0.055055081109519,-2.27154940411092,0.0243405671370859,0.480828630265896,-5.85466038265271,"cg07236358","12",119503575,"POP5",9,TRUE
"cg25539131",0.0104717807124578,0.786901380850289,2.27117564220094,0.0243636658299451,0.480828630265896,-5.85548917596612,"cg25539131","3",10164941,"VHL",NA,TRUE
"cg10383839",-0.00672320787391771,0.0254037573581089,-2.27116465857646,0.0243643449137514,0.480828630265896,-5.85551352951257,"cg10383839","2",20114524,"LAPTM4A",402,TRUE
"cg02801485",0.00434221300865641,0.0709881723995579,2.27070902568447,0.0243925298816834,0.480828630265896,-5.85652368810872,"cg02801485","2",202025246,"ALS2CR2",609,TRUE
"cg14667033",-0.00431701363239064,0.0735650507887019,-2.27063264537382,0.0243972574751216,0.480828630265896,-5.85669300799851,"cg14667033","9",73574123,"TMEM2",895,TRUE
"cg25225073",0.00403337703698583,0.0721294422917828,2.2706034193965,0.0243990666419,0.480828630265896,-5.8567577947319,"cg25225073","14",89598736,"KCNK13",875,TRUE
"cg09809672",0.0224428812866925,0.399055777768822,2.26942538121422,0.024472088079137,0.481909089118232,-5.85936855860507,"cg09809672","1",234624305,"EDARADD",2,FALSE
"cg08411049",-0.00982265532255039,0.859338705353745,-2.26833822428302,0.0245396455880213,0.482685985124467,-5.86177677892058,"cg08411049","18",59295230,"SERPINB5",31,TRUE
"cg15201635",-0.00244058378429279,0.0365319970276633,-2.26795541659688,0.0245634725834951,0.482685985124467,-5.86262449812083,"cg15201635","16",67040138,"SMPD3",233,TRUE
"cg05863612",0.0126427214490517,0.78954625610207,2.26791141531257,0.0245662126386688,0.482685985124467,-5.86272192935679,"cg05863612","10",101721823,"DNMBP",48,FALSE
"cg06421707",-0.00253151658185245,0.0331901230600821,-2.2672825940646,0.0246053998934586,0.483097569739173,-5.86411412204519,"cg06421707","20",25176305,"PYGB",401,TRUE
"cg17691309",-0.00953640726831789,0.0272729651703745,-2.26672345347972,0.0246402906173458,0.483424249845201,-5.86535173807477,"cg17691309","9",35680459,"TPM2",406,TRUE
"cg08529259",-0.00678213342069006,0.0572348125811642,-2.26632263160325,0.0246653287507904,0.483557288892253,-5.86623875039586,"cg08529259","16",79686870,"GCSH",611,TRUE
"cg08355340",-0.00215454587702638,0.0381581161238448,-2.26586783991607,0.0246937651355905,0.483674596281508,-5.86724501798306,"cg08355340","16",80761086,"MPHOSPH6",227,TRUE
"cg11841758",0.00404175113706959,0.0756081773139339,2.26550188496119,0.0247166676934305,0.483674596281508,-5.8680545880862,"cg11841758","1",53476946,"MAGOH",151,TRUE
"cg03209127",-0.00485755488791243,0.0503325542057373,-2.26457820595335,0.0247745568494434,0.483674596281508,-5.87009741411671,"cg03209127","1",233734722,"B3GALNT2",318,TRUE
"cg01357263",-0.00231409800159438,0.0501085775269533,-2.26421287153742,0.0247974858935652,0.483674596281508,-5.87090517793348,"cg01357263","12",120943892,"BCL7A",352,TRUE
"cg07897193",0.00237825913703896,0.041310206846367,2.26397566031582,0.0248123836204331,0.483674596281508,-5.87142959228492,"cg07897193","2",46779776,"SOCS5",173,TRUE
"cg26889990",-0.00439154211422398,0.0588421256006534,-2.26368344087088,0.0248307468118661,0.483674596281508,-5.87207554478277,"cg26889990","3",44878520,"TMEM42",108,TRUE
"cg12802819",0.00487873875253538,0.0819822356514062,2.263515207275,0.0248413240648919,0.483674596281508,-5.87244739031,"cg12802819","11",125278452,"PUS3",137,TRUE
"cg17102807",0.00958620982187483,0.80219893539683,2.26324873286724,0.0248580860098943,0.483674596281508,-5.87303632349581,"cg17102807","6",43591360,"POLR1C",1409,FALSE
"cg15195353",-0.0125597471033612,0.871150628008417,-2.26281403659754,0.0248854507592038,0.483674596281508,-5.87399690233585,"cg15195353","16",4322776,"GLIS2",550,FALSE
"cg08555924",0.009458320146219,0.821962175765479,2.26275391809475,0.0248892373750197,0.483674596281508,-5.87412973671712,"cg08555924","18",27280299,"DSG3",1457,TRUE
"cg21939482",-0.00381386808310339,0.0549373087756488,-2.26235163784797,0.0249145882973605,0.483674596281508,-5.87501850636543,"cg21939482","7",6354655,"MGC12966",460,TRUE
"cg06501790",-0.00742715369012146,0.855033055768714,-2.26220725395266,0.0249236925893842,0.483674596281508,-5.87533746164687,"cg06501790","5",176743863,"SLC34A1",198,FALSE
"cg26477793",-0.00485942712511088,0.0412776192699305,-2.26170809529693,0.0249551900024379,0.483674596281508,-5.87643999417585,"cg26477793","10",104252075,"ACTR1A",377,TRUE
"cg23777956",0.0209922387125024,0.141832842331207,2.26165074916333,0.0249588108266326,0.483674596281508,-5.8765666445796,"cg23777956","19",4104671,"CREB3L3",42,FALSE
"cg14399447",-0.00565853486549264,0.0708892119278739,-2.26147850506362,0.0249696890459507,0.483674596281508,-5.87694703187913,"cg14399447","19",53305762,"PLA2G4C",64,TRUE
"cg25454755",-0.00383302196854929,0.0442421913087629,-2.26115787548703,0.024989949702193,0.483674596281508,-5.87765504387773,"cg25454755","9",101623966,"NR4A3",8,TRUE
"cg05666713",-0.00913047071762324,0.779028462631321,-2.26103210351692,0.0249979011814818,0.483674596281508,-5.87793274682202,"cg05666713","1",199448506,"DKFZp434B1231",113,FALSE
"cg20312475",-0.00436815116062615,0.0700204827289997,-2.26049154957558,0.0250321009163592,0.483674596281508,-5.87912611739139,"cg20312475","16",19803962,"GPRC5B",310,TRUE
"cg12965512",0.0163079805340321,0.685876162716554,2.2604901666098,0.025032188466133,0.483674596281508,-5.87912917019339,"cg12965512","12",69838603,"TSPAN8",557,FALSE
"cg26907768",-0.00514708704957119,0.0728818470433844,-2.26020303780177,0.0250503711810227,0.483674596281508,-5.87976294919001,"cg26907768","16",86459921,"SLC7A5",680,TRUE
"cg15916061",-0.011448912077418,0.816089914385683,-2.26013306101431,0.0250548042776647,0.483674596281508,-5.87991739734649,"cg15916061","6",25862198,"SLC17A4",747,FALSE
"cg20289949",0.00970463511461656,0.19616480795118,2.25937921119024,0.0251026048479302,0.483703212633176,-5.88158095912301,"cg20289949","2",42873118,"HAAO",101,TRUE
"cg06291334",-0.00951784135947875,0.140814517003302,-2.25925273149331,0.0251106325460884,0.483703212633176,-5.88186001755118,"cg06291334","17",45110770,"SPOP",246,TRUE
"cg19902569",-0.00512168333483889,0.0513069368369642,-2.25924577044474,0.0251110744306659,0.483703212633176,-5.88187537563023,"cg19902569","11",62070505,"AHNAK",403,TRUE
"cg06827976",0.0106182236458016,0.730000762878649,2.25826958918734,0.0251731093059323,0.484545765317532,-5.88402867092482,"cg06827976","1",27823176,"FGR",16,FALSE
"cg25047102",-0.00257658850378533,0.0368957894528082,-2.25781435762094,0.0252020843188546,0.484751202083648,-5.88503253686664,"cg25047102","16",31013819,"VKORC1",42,TRUE
"cg12559031",-0.00495549192720141,0.0557102277226738,-2.25719441327824,0.0252415899521794,0.485019476909631,-5.88639931664171,"cg12559031","17",45401364,"DLX4",187,TRUE
"cg09424896",-0.0141465305534154,0.547298275242141,-2.25691472964502,0.0252594303371339,0.485019476909631,-5.88701581409577,"cg09424896","19",16145351,"CIB3",65,FALSE
"cg27268717",-0.00624119698685077,0.0659702986480105,-2.25673393392326,0.0252709687433093,0.485019476909631,-5.88741429783655,"cg27268717","7",55999541,"GBAS",249,TRUE
"cg07233761",0.0153587960218021,0.267546900619715,2.25586921588194,0.0253262188126806,0.485492683977973,-5.88931976777148,"cg07233761","5",54317194,"ESM1",27,TRUE
"cg10065825",0.0109992643702741,0.107979728223125,2.25559061825198,0.0253440419011101,0.485492683977973,-5.88993353150092,"cg10065825","16",63714551,"CDH11",1131,TRUE
"cg10356463",0.00685098188621473,0.85114030884946,2.25467870673161,0.0254024573927913,0.485492683977973,-5.89194201566082,"cg10356463","3",52786416,"ITIH1",232,FALSE
"cg06426831",0.006828008360478,0.111024244544314,2.25456446873536,0.0254097835598631,0.485492683977973,-5.89219357073974,"cg06426831","1",100207846,"SLC35A3",282,TRUE
"cg26001030",-0.00323229693587939,0.0509369422606745,-2.25422717693132,0.0254314250937973,0.485492683977973,-5.89293622604134,"cg26001030","1",172394920,"RABGAP1L",350,TRUE
"cg08959992",-0.0105893417287908,0.0726008977952097,-2.2539216518837,0.0254510422724171,0.485492683977973,-5.89360884626038,"cg08959992","12",52132514,"PCBP2",351,TRUE
"cg10575841",-0.00326400981222862,0.0463271080969528,-2.25331565170396,0.0254899914626896,0.485492683977973,-5.89494271477884,"cg10575841","5",114989292,"TMED7",303,TRUE
"cg19400876",0.00253085907153993,0.0473345149716117,2.25290021025236,0.0255167229976415,0.485492683977973,-5.89585694854807,"cg19400876","1",54183605,"LRRC42",1020,TRUE
"cg02210887",-0.0114498627659236,0.794787928451745,-2.25288160569854,0.0255179206777172,0.485492683977973,-5.89589788660577,"cg02210887","4",156806130,"GUCY1A3",1198,FALSE
"cg18251360",-0.00590485696675406,0.0512382667885452,-2.25276868396293,0.0255251911393582,0.485492683977973,-5.89614635637812,"cg18251360","22",18447313,"DGCR8",521,TRUE
"cg17607973",-0.0175101246430865,0.0347514253107519,-2.25247211749461,0.0255442941685033,0.485492683977973,-5.89679885685428,"cg17607973","7",99865344,"BCDIN3",121,TRUE
"cg03328804",0.00824941117913017,0.119400977670244,2.25196984962379,0.0255766757022624,0.485492683977973,-5.89790375322276,"cg03328804","11",75203937,"UVRAG",14,TRUE
"cg16872071",0.00983871480841749,0.192452103414355,2.25169829767467,0.0255941977445851,0.485492683977973,-5.89850102046255,"cg16872071","9",134986976,"RALGDS",594,FALSE
"cg00929855",-0.0105642889259437,0.0572180993184243,-2.25155454236924,0.0256034778759186,0.485492683977973,-5.89881717678714,"cg00929855","6",31891343,"HSPA1A",27,TRUE
"cg26023204",-0.00495581461541985,0.0542104088459276,-2.25143523143374,0.0256111822290703,0.485492683977973,-5.89907955895268,"cg26023204","7",99537314,"MCM7",49,TRUE
"cg01230160",-0.00380356491624662,0.0596938449685386,-2.25135998119877,0.0256160424582169,0.485492683977973,-5.89924503846078,"cg01230160","2",233928507,"DGKD",615,TRUE
"cg00468146",0.0195040895221324,0.209106370591785,2.25071259646363,0.0256578887122885,0.485492683977973,-5.90066845846805,"cg00468146","6",19946190,"ID4",594,TRUE
"cg22311533",0.00740006753555116,0.816703383977586,2.25070557939605,0.025658342614542,0.485492683977973,-5.90068388494375,"cg22311533","5",132227907,"GDF9",217,FALSE
"cg17049328",0.00657062762321685,0.866042075884617,2.25053966179849,0.0256690771122559,0.485492683977973,-5.90104862862035,"cg17049328","20",35319848,"GHRH",1142,FALSE
"cg17404081",-0.00429740975734301,0.0504975889138223,-2.2500565346749,0.0257003566752084,0.485492683977973,-5.90211056296017,"cg17404081","11",67985344,"SAPS3",569,TRUE
"cg17497271",0.00701238300075248,0.0809643268313753,2.24952077739209,0.0257350826021228,0.485492683977973,-5.90328792917627,"cg17497271","15",38000073,"GPR176",312,TRUE
"cg05621401",0.00395066221226384,0.0656392897113756,2.24935046065143,0.0257461305130119,0.485492683977973,-5.90366215739299,"cg05621401","10",42892071,"RET",462,TRUE
"cg25516544",-0.00202261125604589,0.0366864188501595,-2.2493409507831,0.0257467475101764,0.485492683977973,-5.90368305214975,"cg25516544","12",99184947,"DEPDC4",41,TRUE
"cg05960806",0.00518590979610209,0.0862126135035254,2.24932247668229,0.0257479461406969,0.485492683977973,-5.90372364257273,"cg05960806","11",77026532,"CLNS1A",37,TRUE
"cg09218130",-0.00439893037815919,0.0714136735129608,-2.24910836258873,0.0257618417726371,0.485492683977973,-5.90419406101511,"cg09218130","12",130979564,"PUS1",178,TRUE
"cg06807579",-0.00358152481374686,0.0462573580161872,-2.24879000579307,0.0257825146687191,0.485492683977973,-5.90489342733058,"cg06807579","3",52005028,"RPL29",30,TRUE
"cg26055770",0.018213471333567,0.147450030092336,2.2486664989074,0.0257905386376579,0.485492683977973,-5.90516472215345,"cg26055770","3",73756760,"PDZRN3",2,TRUE
"cg18971671",-0.00703887974828154,0.838086644566122,-2.248227307099,0.0258190896051124,0.485580831099754,-5.90612933557871,"cg18971671","19",54093533,"TULP2",217,FALSE
"cg17488985",-0.00795643248340296,0.0581125375153196,-2.24803056718456,0.0258318882058277,0.485580831099754,-5.90656138517538,"cg17488985","6",86216145,"NT5E",383,TRUE
"cg07572341",0.0146829168417105,0.144768820038902,2.24753117461153,0.0258644002449713,0.485847166587454,-5.90765791327173,"cg07572341","20",22513881,"FOXA2",221,TRUE
"cg02630694",-0.0231476758059155,0.351209881113625,-2.2466405045559,0.0259224742836796,0.485857246490823,-5.90961300807884,"cg02630694","10",12276839,"C10orf7",1132,TRUE
"cg13547299",0.00307940372686887,0.0526205636747625,2.24660541156,0.0259247647663814,0.485857246490823,-5.90969002515065,"cg13547299","11",1287187,"TOLLIP",228,TRUE
"cg09906458",-0.00799627479099564,0.812401357011394,-2.24639495818313,0.0259385045390202,0.485857246490823,-5.91015187420928,"cg09906458","20",4650581,"PRND",25,FALSE
"cg15547534",-0.00385523297017282,0.060515898731533,-2.24638488141573,0.0259391625755747,0.485857246490823,-5.91017398708808,"cg15547534","7",99872346,"MGC22793",316,TRUE
"cg00078194",-0.00407542209895585,0.0652355917435535,-2.24611707207634,0.0259566564896366,0.485857246490823,-5.91076164477894,"cg00078194","11",46359525,"MDK",331,TRUE
"cg08900043",0.00770007438696568,0.094430221384744,2.24505059773155,0.0260264231217279,0.486268133513609,-5.91310116819846,"cg08900043","12",52665163,"HOXC10",58,TRUE
"cg16417937",-0.00201301732836853,0.0307227577048808,-2.24478023345193,0.0260441357750491,0.486268133513609,-5.91369409939774,"cg16417937","1",27120599,"NUDC",212,TRUE
"cg11880010",-0.0154420059617846,0.733179008883022,-2.24468961754162,0.0260500747398233,0.486268133513609,-5.91389281249832,"cg11880010","9",78518464,"KIAA0367",6,FALSE
"cg21596858",-0.0135067013932423,0.823483669096777,-2.24444887039034,0.026065859039429,0.486268133513609,-5.91442071406536,"cg21596858","1",153273878,"DCST2",997,FALSE
"cg23710218",-0.0123840950821586,0.191521755821136,-2.24343866029865,0.026132183205036,0.486268133513609,-5.91663528340413,"cg23710218","8",72919210,"MSC",33,TRUE
"cg13912117",0.00921517857263853,0.075335260887437,2.24314484685455,0.026151500782682,0.486268133513609,-5.9172792007853,"cg13912117","8",132123737,"ADCY8",117,TRUE
"cg05807768",-0.00427665241783223,0.0565862396811863,-2.24296916895105,0.0261630571588156,0.486268133513609,-5.91766417597002,"cg05807768","1",112964093,"ST7L",165,TRUE
"cg24276445",-0.00574496791785213,0.88324779185667,-2.24288839284041,0.0261683722357638,0.486268133513609,-5.91784117671931,"cg24276445","6",88911672,"CNR1",103,FALSE
"cg23918676",-0.0127145623247943,0.185713711954347,-2.24236988621862,0.0262025124483783,0.486268133513609,-5.9189772117366,"cg23918676","2",68144001,"C1D",367,FALSE
"cg07102705",0.0103169903199971,0.0814236846762013,2.24230709013663,0.0262066497875759,0.486268133513609,-5.91911477955141,"cg07102705","5",148014089,"HTR4",180,TRUE
"cg02360836",0.00247220421851344,0.0486429554274463,2.24229243136791,0.0262076156670488,0.486268133513609,-5.91914689209489,"cg02360836","17",59273920,"SMARCD2",163,TRUE
"cg17327630",-0.00638760546575445,0.0702603922450409,-2.24218074792824,0.026214975608432,0.486268133513609,-5.91939154729272,"cg17327630","7",148568120,"ZNF212",413,TRUE
"cg24058132",-0.0182769904941797,0.513592840053038,-2.24214577605862,0.0262172806258942,0.486268133513609,-5.91946815476151,"cg24058132","14",87529619,"GALC",23,TRUE
"cg27087809",-0.0141669789616342,0.759200912429455,-2.24092716830987,0.0262977102278302,0.48741858159154,-5.922136866136,"cg27087809","15",76314465,"ACSBG1",511,FALSE
"cg05412136",-0.00506702899758623,0.0819493226084596,-2.24042702562642,0.0263307824534069,0.487690282560094,-5.92323176605124,"cg05412136","9",36181352,"CLTA",380,TRUE
"cg08141989",-0.00700573057483671,0.847416859654225,-2.2401046123003,0.0263521214334835,0.48774443625943,-5.92393746300776,"cg08141989","17",7023286,"ASGR1",100,FALSE
"cg07428089",0.0247163829624941,0.0673655696448891,2.2390120041864,0.0264245480095006,0.488560621639517,-5.92632824628064,"cg07428089","2",175754416,"ATP5G3",283,TRUE
"cg24293567",-0.00630619956777796,0.0723695603012626,-2.2388830018182,0.026433110730553,0.488560621639517,-5.92661044930166,"cg24293567","9",134743945,"C9orf9",166,TRUE
"cg22468803",-0.0121049957944941,0.0871557908444099,-2.23841009669008,0.026464521183431,0.488800075358684,-5.92764483592247,"cg22468803","18",9126381,"ANKRD12",420,TRUE
"cg16504670",0.0207885472244079,0.812434131520289,2.23797060715528,0.0264937413200724,0.488871242942753,-5.92860594762245,"cg16504670","16",88541754,"FLJ20186",898,TRUE
"cg27363310",-0.00424504732320396,0.0636962303320668,-2.2377970275208,0.0265052897706635,0.488871242942753,-5.92898549670694,"cg27363310","12",132123997,"ZNF84",242,TRUE
"cg27501458",0.0108173906703693,0.136791749591597,2.23706671447219,0.026553926392334,0.489179828881636,-5.93058209419194,"cg27501458","22",42590023,"SULT4A1",334,TRUE
"cg26711820",0.0169448845226208,0.196922316935732,2.2368091426475,0.0265710984295149,0.489179828881636,-5.93114507581962,"cg26711820","12",79625820,"MYF6",243,TRUE
"cg17892556",0.0118952489627779,0.0840563253781832,2.23660898966835,0.0265844490935713,0.489179828881636,-5.93158251328925,"cg17892556","19",12128464,"ZNF625",65,TRUE
"cg25060020",-0.0036267580756031,0.0570743825747158,-2.23631468897074,0.0266040902414794,0.489179828881636,-5.93222564495977,"cg25060020","19",45623980,"SERTAD1",241,TRUE
"cg19280776",0.00646651961543375,0.117284537003049,2.23600721588929,0.0266246239956882,0.489179828881636,-5.93289747674181,"cg19280776","8",82187141,"PAG1",283,TRUE
"cg25023057",-0.00360097405178425,0.0698283113598144,-2.23588429620003,0.0266328367155221,0.489179828881636,-5.93316603310201,"cg25023057","1",201194098,"ADIPOR1",64,TRUE
"cg10287137",0.013628028296687,0.443934585335977,2.23546719596196,0.0266607211804722,0.489308069604231,-5.93407721464482,"cg10287137","11",72606702,"P2RY2",290,TRUE
"cg06908474",0.0420994014857165,0.0974651117031305,2.2352157485326,0.0266775435181476,0.489308069604231,-5.93462643973729,"cg06908474","11",34417092,"CAT",38,TRUE
"cg09904573",-0.00462926368962073,0.0855558280092039,-2.23495136496212,0.0266952412813605,0.489308069604231,-5.93520385774709,"cg09904573","8",33544351,"RNF122",166,TRUE
"cg07240721",-0.00374633596129407,0.0683873634194182,-2.23401548292128,0.0267579711716817,0.490118689110071,-5.93724732118296,"cg07240721","6",126319948,"HINT3",319,TRUE
"cg08439468",-0.00321971386566085,0.0569843808711467,-2.2334700739652,0.0267945877879918,0.490404807967113,-5.9384378285703,"cg08439468","9",94566633,"BICD2",271,TRUE
"cg19642148",-0.00768148620720408,0.104380666939749,-2.2329962175241,0.0268264360716514,0.490404807967113,-5.93947192980628,"cg19642148","3",47819670,"DHX30",15,TRUE
"cg03310453",-0.00398671104595239,0.0366692179051531,-2.23295602936131,0.0268291386673845,0.490404807967113,-5.93955962327068,"cg03310453","12",109664896,"PPP1CC",154,TRUE
"cg19731268",0.00831406473312606,0.100721630310804,2.23267568373336,0.0268479981023245,0.490411088095288,-5.94017131615848,"cg19731268","10",73394703,"CHST3",577,TRUE
"cg22359217",0.00341231781819548,0.0570598632321726,2.23224875883584,0.0268767404094127,0.490597757742044,-5.94110269459047,"cg22359217","5",41961529,"FBXO4",416,TRUE
"cg12978308",0.0140540120022961,0.214947609732338,2.23173638991716,0.0269112705282011,0.490769059132454,-5.94222025548429,"cg12978308","15",73426486,"NEIL1",23,TRUE
"cg24695828",-0.00938519959947105,0.0750017440151978,-2.23155975161578,0.0269231836789041,0.490769059132454,-5.94260547652599,"cg24695828","19",41672097,"ZNF566",80,TRUE
"cg07356771",0.00450993161108818,0.0630974715258497,2.23101564339487,0.0269599092473577,0.491100520168855,-5.94379191216364,"cg07356771","3",53854990,"CHDH",226,TRUE
"cg19764436",0.011830835161584,0.0983806941085445,2.2302741704531,0.0270100265279966,0.491675300770115,-5.94540826454569,"cg19764436","22",21743260,"GNAZ",591,TRUE
"cg02290509",-0.00227720109386325,0.0442271759808316,-2.2284232332508,0.0271354883250722,0.493327754985008,-5.94944094717662,"cg02290509","7",72630851,"TBL2",57,TRUE
"cg06433658",0.00424512289750722,0.0693307282034168,2.2280609829303,0.0271601019577485,0.493327754985008,-5.95022982093605,"cg06433658","1",149245716,"FAM63A",212,FALSE
"cg04898797",-0.00316699169298103,0.0580608981450325,-2.22787057886663,0.0271730470335797,0.493327754985008,-5.95064441595383,"cg04898797","11",64326907,"MAP4K2",382,TRUE
"cg13401339",-0.00850438985558621,0.0842161936455252,-2.22774587278093,0.0271815283856978,0.493327754985008,-5.95091593888154,"cg13401339","2",24126432,"FKBP1B",300,TRUE
