"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_CpG_Islands_Name"
"cg21519900",-0.0111298630774527,0.818468546473222,-3.52935223516078,0.000463869662024565,0.0384213103506042,-2.93245901370787,"cg21519900","20",31670612,"C20orf186",""
"cg22502171",-0.0183063991978152,0.659449267094755,-3.52213209861181,0.000476303071520575,0.0391969163540494,-2.95722205412323,"cg22502171","8",25281609,"GNRH1;GNRH1;GNRH1",""
"cg16267266",-0.0140466442993565,0.772273993805877,-3.5220950105172,0.000476367736932558,0.0391969163540494,-2.95734913266937,"cg16267266","6",52109232,"IL17F;IL17F",""
"cg25803423",0.00660977775688594,0.0697318847432282,3.51560697072054,0.000487807385664755,0.0400066030984203,-2.97956035179928,"cg25803423","14",23563820,"C14orf119;ACIN1;ACIN1;ACIN1","chr14:23563978-23564724"
"cg14710524",0.00145650510781874,0.0287669322853388,3.51120617176568,0.000495712642897494,0.0405220785929344,-2.99460414663506,"cg14710524","16",30662724,"PRR14","chr16:30661983-30663253"
"cg16273788",-0.00329981458130219,0.0602698872750301,-3.50995432778676,0.000497983167093962,0.0405519271771226,-2.99888023854731,"cg16273788","15",101142760,"LINS1;ASB7;LINS1;ASB7;LINS1;ASB7;LINS1;ASB7","chr15:101141975-101143137"
"cg08348900",0.0142120637939081,0.222508790300732,3.50921969874447,0.000499320123552961,0.0405519271771226,-3.00138894134211,"cg08348900","6",153072083,"VIP;VIP;VIP;VIP",""
"cg01789267",-0.0186120556780474,0.657236061579038,-3.50822602536613,0.000501133861496645,0.0405675158947478,-3.00478147430383,"cg01789267","15",45545111,"SLC28A2",""
"cg00273124",0.00911104812792355,0.84711935070008,3.50641798250994,0.000504449880685449,0.0405742167278283,-3.01095205222722,"cg00273124","5",177581512,"NHP2;NHP2","chr5:177580534-177581126"
"cg24777710",-0.0158884555998817,0.779095599206546,-3.50570007800848,0.000505772230441784,0.0405742167278283,-3.0134013213561,"cg24777710","7",127636733,"C7orf54;SND1",""
"cg18714560",0.0161013900966336,0.800273867503532,3.50379717635701,0.000509293004185834,0.0405742167278283,-3.01989115091259,"cg18714560","11",628302,"SCT","chr11:626728-628037"
"cg27297176",-0.0212551463841442,0.629060892678185,-3.50369108206007,0.000509489974567336,0.0405742167278283,-3.02025288692847,"cg27297176","2",96257861,"TRIM43;TRIM43",""
"cg27378216",-0.0166829048914054,0.790874930718326,-3.50357405375799,0.000509707327250461,0.0405742167278283,-3.02065189124398,"cg27378216","18",42281171,"SETBP1;SETBP1",""
"cg13550877",-0.0165852359363157,0.73903530012679,-3.50290639931988,0.000510948999331012,0.0405742167278283,-3.02292799799116,"cg13550877","14",77889982,"C14orf148;C14orf148",""
"cg01579216",-0.0159509144355969,0.611395561475488,-3.49984824098308,0.000516672670507976,0.0408988929749573,-3.03334837165473,"cg01579216","1",183560913,"NCF2;NCF2",""
"cg27542948",-0.0162999741176618,0.797359850086663,-3.49806929739097,0.000520029691057489,0.0410252872843961,-3.03940600330698,"cg27542948","7",64453684,"",""
"cg16862361",-0.0207920431798639,0.648744158297025,-3.49668688833375,0.000522652493296595,0.0410252872843961,-3.04411135849252,"cg16862361","2",31637622,"XDH",""
"cg07338205",-0.0221098567584258,0.616424574753261,-3.49533765069432,0.000525224287955593,0.0410252872843961,-3.0487021175081,"cg07338205","2",169757780,"G6PC2;G6PC2;G6PC2;G6PC2",""
"cg05679613",-0.0144382237740004,0.709861194587631,-3.49474952082502,0.000526349028105089,0.0410252872843961,-3.05070269745606,"cg05679613","4",88754043,"MEPE",""
"cg20998885",-0.011421370267378,0.758771566525037,-3.49458093783275,0.000526671841574154,0.0410252872843961,-3.05127609013231,"cg20998885","20",18794833,"C20orf79",""
"cg26179948",0.00345382125522025,0.0398897758565223,3.493327146613,0.000529078497320847,0.0410252872843961,-3.05553972827444,"cg26179948","7",28220645,"JAZF1","chr7:28219435-28219697"
"cg02860543",0.0100483648745253,0.144569551350416,3.49228681079383,0.000531083228832582,0.0410252872843961,-3.05907639652561,"cg02860543","7",23510648,"IGF2BP3","chr7:23508184-23509712"
"cg03821311",-0.0133881597992916,0.680677133906229,-3.49212786407809,0.000531390144724728,0.0410252872843961,-3.05961665561489,"cg03821311","6",27836018,"HIST1H1B","chr6:27835190-27835461"
"cg26755793",-0.0206760770114494,0.502268885350233,-3.49108509573386,0.000533407780963908,0.0410543453324037,-3.06316044544064,"cg26755793","18",24220540,"KCTD1",""
"cg07126559",0.00745745316531293,0.814316348505155,3.48895368520489,0.000537554122114898,0.0412465607686566,-3.07040082266201,"cg07126559","13",23754937,"SGCG",""
"cg19155599",0.00959786577533825,0.140967134998278,3.48574148753835,0.000543859949557129,0.0415270663610943,-3.08130475022172,"cg19155599","1",186649153,"PTGS2","chr1:186649310-186650081"
"cg13797031",0.0115527515780432,0.757600834289093,3.48540212443315,0.000544530173760252,0.0415270663610943,-3.08245617848,"cg13797031","22",29977742,"NIPSNAP1","chr22:29976920-29977216"
"cg13236107",-0.0107721618639446,0.756298166599393,-3.48201224557061,0.000551267523084634,0.0418772036808489,-3.09395193189745,"cg13236107","20",34556051,"C20orf152",""
"cg17436805",-0.00332051066470138,0.0648883429498627,-3.48141144636215,0.000552469705552096,0.0418772036808489,-3.09598826172329,"cg17436805","13",24463406,"MIPEP;PCOTH;PCOTH","chr13:24463119-24463677"
"cg24362401",0.0106547453426935,0.113801666894329,3.47934680520888,0.000556619704708682,0.0419754258327233,-3.10298356654512,"cg24362401","18",39535226,"PIK3C3;PIK3C3",""
"cg24237439",0.0198864639539055,0.240337668529728,3.47909805329975,0.000557121666925087,0.0419754258327233,-3.10382611022506,"cg24237439","5",36302094,"RANBP3L;RANBP3L",""
"cg15559700",-0.0123999861643453,0.723939890671513,-3.47582694885094,0.000563761996095139,0.0422353587426277,-3.11490033397176,"cg15559700","2",234579873,"UGT1A9;UGT1A10;UGT1A8",""
"cg19257200",0.0114179171948885,0.814463742553319,3.47573555582588,0.000563948581595812,0.0422353587426277,-3.11520960124793,"cg19257200","22",38380983,"SOX10","chr22:38379093-38379964"
"cg00795268",-0.0119725468344934,0.797970149002236,-3.4741804120062,0.000567132381554656,0.0423470131110691,-3.12047091856817,"cg00795268","11",36294323,"COMMD9;COMMD9",""
"cg07589355",0.0171477072739045,0.180939042127601,3.47118044490348,0.000573321641965771,0.0426817486670589,-3.13061404881728,"cg07589355","12",56915842,"RBMS2",""
"cg24512973",-0.0179860413132708,0.723378714740532,-3.4673579948427,0.000581299245438376,0.0430479187162711,-3.14352609071106,"cg24512973","1",155161784,"MUC1;MUC1;MUC1;MUC1;MUC1;MUC1;MUC1","chr1:155163434-155163818"
"cg17574251",-0.0157364911801537,0.812750741975175,-3.46717577715586,0.000581682119057313,0.0430479187162711,-3.14414127782263,"cg17574251","17",33448689,"FNDC8;FNDC8","chr17:33446426-33447063"
"cg16935075",-0.0193840779832186,0.572741475891316,-3.46340923549689,0.000589649303268808,0.0434760573109947,-3.15685071184426,"cg16935075","11",18062359,"TPH1",""
"cg19320612",-0.0102113057823291,0.814464977426411,-3.46280191191911,0.000590943451096913,0.0434760573109947,-3.15889878297564,"cg19320612","2",167168190,"SCN9A",""
"cg02212280",-0.0201511086791313,0.706582569852446,-3.46107491533779,0.000594638030912907,0.0436195768482565,-3.16472086489629,"cg02212280","11",102670192,"MMP1;MMP1",""
"cg03855656",-0.0199748498778452,0.392443549543501,-3.45956193843524,0.000597892479032448,0.043730065703268,-3.16981918880003,"cg03855656","22",42896105,"SERHL","chr22:42896636-42897041"
"cg20775254",0.0112439653681961,0.826654449639561,3.45655121629374,0.000604418170482075,0.0440784726426782,-3.17995825515775,"cg20775254","2",95940705,"PROM2;PROM2;PROM2",""
"cg05262335",0.00792046509356479,0.122715565033439,3.45504958932297,0.000607697732314849,0.0441888112678013,-3.18501210102916,"cg05262335","6",159466062,"TAGAP;TAGAP;TAGAP;TAGAP;TAGAP;TAGAP",""
"cg27609819",-0.0193478012333134,0.681083264381776,-3.4533447726044,0.000611441205512089,0.0443321458396504,-3.19074728729596,"cg27609819","2",198816177,"PLCL1",""
"cg12360886",-0.0159312085696268,0.840792765355433,-3.45165029173237,0.000615183316400548,0.0444745534001252,-3.19644505658482,"cg12360886","17",38074070,"GSDMB;GSDMB;GSDMB;GSDMB",""
"cg22805308",0.0177473296295858,0.691109841167617,3.44806532407165,0.000623171004366671,0.0449221887701092,-3.20849097835772,"cg22805308","1",6579915,"PLEKHG5;PLEKHG5",""
"cg14834436",0.0178367707438863,0.208588260400565,3.44658474990195,0.000626498053718767,0.0450322480336817,-3.2134624391918,"cg14834436","14",61201418,"MNAT1",""
"cg25106358",-0.021929222449722,0.698322754443105,-3.44405230011055,0.000632227284597254,0.0451630867271834,-3.22196120979187,"cg25106358","6",155585396,"CLDN20;TFB1M;CLDN20",""
"cg00307685",0.00716852162811439,0.845192977779551,3.44344033628324,0.000633619067031853,0.0451630867271834,-3.22401404440013,"cg00307685","1",92415524,"BRDT","chr1:92414718-92414986"
"cg16054422",0.00466876990514955,0.0412090406893465,3.44338948501307,0.000633734846135819,0.0451630867271834,-3.22418460965681,"cg16054422","12",108954439,"SART3","chr12:108954495-108955023"
"cg17630127",-0.0127222394202534,0.819701945183514,-3.44166489532496,0.000637673137851021,0.0453146473585382,-3.22996781854959,"cg17630127","11",60196778,"MS4A5",""
"cg08752459",0.0185368506867066,0.268687454358409,3.44007337277831,0.000641327817329642,0.0454452521889056,-3.23530237651911,"cg08752459","12",10022682,"CLEC2B",""
"cg18787975",-0.00526087131128218,0.0884322611971246,-3.43881091630498,0.00064424074607145,0.0455227062774894,-3.23953229538821,"cg18787975","8",11726094,"CTSB;CTSB;CTSB;CTSB;CTSB","chr8:11725059-11725600"
"cg16779976",-0.0270880547740184,0.497504270080087,-3.43533977472028,0.000652313673324351,0.0459633076747474,-3.25115496205538,"cg16779976","10",98031125,"BLNK;BLNK",""
"cg01930621",0.00577405404824292,0.0817095054345071,3.43088215150829,0.000662819398801575,0.0465723720270298,-3.26606448311879,"cg01930621","19",52408350,"ZNF649",""
"cg26099316",0.00933543822196281,0.838707421974648,3.42975969411918,0.000665489580833677,0.0466290094537075,-3.26981591332793,"cg26099316","3",52828794,"ITIH3;ITIH3",""
"cg17500329",-0.0104144078039823,0.899144394799524,-3.42784884038488,0.000670058359491386,0.0468179882802166,-3.27619962300075,"cg17500329","8",140943103,"TRAPPC9;TRAPPC9",""
"cg14481339",0.00657644786044199,0.83912496665122,3.42423426714572,0.000678780815593449,0.0472953295856672,-3.28826586910924,"cg14481339","11",128737319,"KCNJ1;KCNJ1;KCNJ1;KCNJ1",""
"cg23328124",-0.0213304473379206,0.610214509338461,-3.42072555686611,0.000687349039997034,0.0477593024624606,-3.2999672228389,"cg23328124","19",47421913,"GRLF1",""
"cg17001035",-0.00606210466799918,0.0831372106949157,-3.41907084184602,0.000691424748704135,0.0479094145819535,-3.30548167417335,"cg17001035","10",92980059,"PCGF5","chr10:92980347-92980832"
"cg18440048",-0.0110272589530361,0.139912715161155,-3.41629781524267,0.000698305541567346,0.0481115715873344,-3.31471732536818,"cg18440048","22",24093826,"ZNF70","chr22:24093026-24093621"
"cg18204685",-0.0173912075683528,0.783910079866292,-3.41559803497932,0.000700051991439518,0.0481115715873344,-3.31704684683269,"cg18204685","3",15641821,"BTD;HACL1","chr3:15642770-15643581"
"cg03651573",-0.00661679019010817,0.0886926003431454,-3.41557385143741,0.00070011241935675,0.0481115715873344,-3.31712734416031,"cg03651573","19",59055127,"TRIM28","chr19:59055376-59056482"
"cg07974303",-0.0123664012437286,0.702768826217386,-3.41396526490122,0.000704142769737833,0.048255965047184,-3.32248047577864,"cg07974303","8",6783987,"DEFA6",""
"cg07964539",0.0190574469458642,0.225390176181176,3.41135951629085,0.000710717479513092,0.0485734618375423,-3.33114695654193,"cg07964539","6",41890080,"BYSL;MED20","chr6:41888868-41889563"
"cg26087862",-0.0134298907780103,0.316808512528066,-3.40458335779926,0.000728083767240261,0.0496247611818743,-3.3536545699644,"cg26087862","1",150602029,"ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA","chr1:150601710-150602201"
